call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0000472,1135,9,727,54.5,6,19.98,5,39.96,0.52,17.74,29,1,95.78,0
CALL0000648,3101,22,200,665.4,9,29.0,3,7.97,30.17,6.44,250,6,79.36,0
CALL0000129,88,900,16,8.7,88,93.86,76,84.12,71.23,70.75,548,29,44.27,1
CALL0000977,2109,6,886,680.1,12,20.51,5,26.66,28.56,16.26,10,6,57.68,0
CALL0000521,2949,3,340,530.3,4,10.36,0,7.85,27.31,24.35,160,2,62.54,0
CALL0000839,2919,34,236,375.2,13,20.51,7,17.89,0.63,22.55,277,1,71.57,0
CALL0000963,3370,34,317,255.3,15,12.75,2,3.62,41.89,21.28,140,0,87.2,0
CALL0000065,14,708,8,11.0,282,64.69,87,98.43,96.76,62.08,570,14,11.74,1
CALL0000813,2019,42,400,89.0,12,2.05,2,47.98,24.45,21.91,16,2,98.25,0
CALL0000015,117,1354,93,87.9,450,46.73,96,80.74,74.68,95.97,401,39,6.68,1
CALL0000157,88,1059,10,47.4,91,58.91,100,73.71,87.99,57.42,315,11,21.11,1
CALL0000041,92,212,66,10.0,437,80.43,72,86.93,89.16,68.31,616,39,10.86,1
CALL0000493,3462,44,674,245.0,2,29.0,4,54.83,41.15,8.87,1,3,54.58,0
CALL0000380,2115,29,814,587.9,16,20.53,5,25.88,30.14,18.03,214,4,62.57,0
CALL0000188,113,1027,61,14.3,296,40.71,66,73.03,58.5,53.88,921,14,41.33,1
CALL0000764,2902,39,240,685.2,18,19.43,4,45.69,25.26,10.38,196,4,85.8,0
CALL0000217,2886,27,546,325.2,18,13.46,3,29.46,19.68,1.38,195,4,60.01,0
CALL0000792,2543,41,557,612.6,17,7.88,4,16.52,42.56,41.52,26,0,50.92,0
CALL0000053,64,302,58,79.2,100,86.21,54,66.02,62.54,48.47,157,26,40.07,1
CALL0000879,2100,48,360,50.0,3,25.23,5,34.43,28.09,1.2,55,1,64.03,0
CALL0000338,1650,30,639,421.3,9,25.34,6,19.91,37.62,35.33,87,4,88.22,0
CALL0000749,3097,27,165,206.3,16,9.75,3,30.43,14.78,16.95,83,1,73.48,0
CALL0000720,2374,44,723,539.1,19,23.01,7,30.99,39.23,19.96,12,4,63.98,0
CALL0000725,783,37,603,306.5,5,21.84,4,17.71,22.38,16.54,179,4,61.57,0
CALL0000296,2808,30,49,555.1,9,13.14,1,22.62,22.12,24.83,195,3,59.29,0
CALL0000702,2480,8,761,226.5,3,24.02,0,31.9,21.63,4.37,150,7,51.97,0
CALL0000252,3264,42,860,158.9,8,5.05,1,27.81,11.35,11.23,181,7,77.64,0
CALL0000727,3204,28,536,154.9,2,29.62,6,1.87,30.57,42.38,132,6,91.61,0
CALL0000462,1874,41,648,210.3,17,9.07,1,54.37,42.58,24.94,261,7,86.41,0
CALL0000456,2526,18,217,155.8,9,11.87,1,11.75,6.72,33.89,59,6,59.18,0
CALL0000997,1805,7,463,661.3,6,11.55,2,20.43,33.7,34.01,3,4,91.8,0
CALL0000816,1330,45,687,602.1,18,19.46,1,24.21,0.48,29.08,108,3,99.11,0
CALL0000863,3254,3,843,60.6,7,27.34,2,29.1,25.51,12.76,103,5,98.82,0
CALL0000270,1717,30,503,145.5,12,21.81,7,43.16,17.32,28.08,29,4,85.71,0
CALL0000202,781,44,208,594.8,7,16.42,4,9.36,23.96,30.73,105,2,64.28,0
CALL0000162,86,646,52,81.5,331,30.9,89,70.75,73.38,45.14,947,26,18.4,1
CALL0000556,597,12,268,596.6,5,15.32,1,28.46,3.08,20.47,32,5,51.67,0
CALL0000730,3539,21,151,544.1,4,18.33,7,30.35,27.01,3.82,273,2,73.67,0
CALL0000402,3433,34,325,445.4,14,18.54,2,4.5,32.87,43.96,172,7,55.93,0
CALL0000703,2000,13,145,637.8,5,7.33,6,24.86,16.59,9.25,68,2,50.72,0
CALL0000477,2701,36,285,625.0,8,0.32,5,31.36,21.36,5.04,227,7,51.52,0
CALL0000822,2221,48,835,265.8,1,1.29,7,20.17,30.26,25.79,290,5,96.67,0
CALL0000772,2066,20,249,317.3,7,16.41,4,25.82,3.9,37.24,178,5,57.97,0
CALL0000106,78,915,1,53.2,435,42.53,83,63.69,54.69,75.19,183,22,54.8,1
CALL0000566,2567,32,430,656.9,5,1.74,0,4.6,3.15,14.24,46,4,69.83,0
CALL0000390,2896,41,786,82.7,13,18.74,2,33.2,19.99,46.6,250,1,83.86,0
CALL0000002,52,1283,66,11.0,298,86.38,52,81.59,41.99,74.72,902,22,9.58,1
CALL0000938,1639,3,103,118.6,16,13.49,2,44.56,18.71,49.71,136,7,68.21,0
CALL0000983,466,12,868,477.8,8,17.13,6,47.83,7.46,33.74,109,2,91.2,0
CALL0000562,3183,7,401,348.4,8,8.55,6,13.19,11.15,14.57,183,6,56.22,0
CALL0000081,81,1028,40,9.3,288,84.41,108,70.83,62.06,75.69,545,32,13.57,1
CALL0000206,1451,36,869,367.5,1,14.53,7,14.75,13.49,33.01,120,7,71.85,0
CALL0000035,108,663,76,82.8,144,58.42,97,58.46,39.06,50.62,524,28,23.76,1
CALL0000776,409,1,756,602.9,4,4.98,6,9.69,37.84,39.31,265,4,51.42,0
CALL0000509,3522,13,312,262.4,13,14.14,1,4.81,17.44,16.74,208,2,52.69,0
CALL0000428,3190,13,632,447.5,14,20.33,4,31.09,26.71,39.22,130,7,92.37,0
CALL0000455,3200,48,152,110.0,6,22.71,5,22.39,22.96,11.14,213,2,90.11,0
CALL0000367,458,12,785,184.9,19,18.35,7,11.44,21.74,13.11,296,7,96.42,0
CALL0000092,93,723,92,12.6,57,37.63,51,46.46,40.07,65.85,336,35,19.55,1
CALL0000340,506,21,54,293.5,5,12.71,5,40.13,10.72,12.96,210,2,58.76,0
CALL0000898,444,9,684,165.0,17,20.32,1,34.91,32.26,32.18,21,2,85.53,0
CALL0000565,464,9,74,127.1,19,29.96,1,11.09,31.66,32.78,88,4,97.24,0
CALL0000346,675,17,846,567.4,14,9.53,0,21.65,11.85,2.3,4,7,69.92,0
CALL0000777,762,1,818,181.0,14,3.22,0,31.41,31.59,23.18,20,3,81.4,0
CALL0000242,1052,46,244,604.2,12,11.87,2,38.98,1.84,1.99,102,4,69.87,0
CALL0000014,88,1471,39,63.3,233,65.03,77,86.61,60.77,74.69,799,20,11.31,1
CALL0000316,981,42,589,131.9,19,29.18,6,32.91,22.72,26.82,186,4,51.8,0
CALL0000601,1990,41,411,587.7,19,15.0,0,52.58,39.4,39.19,260,2,94.67,0
CALL0000388,2010,24,68,381.4,2,19.5,7,15.78,33.95,31.28,226,2,81.75,0
CALL0000274,1052,36,718,103.8,11,16.98,4,30.92,26.4,10.39,60,1,50.13,0
CALL0000167,101,1343,96,94.5,364,58.61,88,59.71,65.47,40.15,504,33,28.49,1
CALL0000841,1341,24,509,108.4,14,21.49,3,29.45,12.72,47.85,111,5,54.42,0
CALL0000993,1243,2,459,337.3,16,23.98,6,26.58,31.0,4.64,256,4,91.94,0
CALL0000647,778,38,558,573.5,12,26.88,3,7.3,9.83,12.83,166,0,98.83,0
CALL0000819,2858,41,398,271.9,5,29.48,3,25.48,32.18,11.42,209,6,62.62,0
CALL0000485,2438,8,852,272.4,3,27.31,5,2.75,23.98,35.28,256,1,60.58,0
CALL0000981,1340,35,862,378.9,17,13.72,2,17.74,3.63,43.92,291,4,64.4,0
CALL0000505,3478,44,158,418.3,12,1.73,4,15.47,0.12,8.57,14,3,83.79,0
CALL0000832,3094,1,407,242.4,7,9.42,0,45.6,8.72,30.34,5,3,91.07,0
CALL0000244,2131,16,157,105.3,4,25.65,2,50.68,37.42,49.32,159,5,97.31,0
CALL0000567,2920,11,276,494.5,18,17.4,2,54.92,8.8,0.11,119,2,60.84,0
CALL0000876,1032,30,259,523.8,14,5.61,4,49.82,30.06,48.08,267,0,95.32,0
CALL0000563,2712,36,524,247.1,7,8.44,3,12.44,23.99,31.48,145,4,92.8,0
CALL0000687,1413,23,261,75.6,1,6.05,4,23.17,31.89,33.5,86,7,87.64,0
CALL0000190,96,1379,43,75.8,292,89.46,94,62.23,60.16,67.9,480,30,52.61,1
CALL0000783,3355,11,786,60.5,15,19.52,0,7.12,2.85,27.77,10,4,89.12,0
CALL0000700,1586,2,321,228.9,5,29.3,6,8.29,10.21,30.72,247,0,81.13,0
CALL0000476,2158,33,243,311.6,2,15.19,5,42.83,15.3,39.74,106,6,58.41,0
CALL0000682,900,11,812,200.5,9,13.86,2,41.84,28.8,35.54,166,3,54.7,0
CALL0000511,2654,38,775,587.3,6,9.22,5,42.38,16.04,28.58,80,1,83.0,0
CALL0000059,73,379,15,88.9,366,86.35,72,83.53,61.3,49.21,271,29,51.56,1
CALL0000475,1270,22,801,317.3,14,12.38,5,28.82,24.52,5.55,117,7,50.01,0
CALL0000561,2923,13,587,300.0,7,17.44,5,9.41,42.71,26.54,13,1,90.86,0
CALL0000857,2010,40,637,50.7,19,25.18,1,8.07,20.23,2.49,69,7,57.17,0
CALL0000748,2075,9,438,317.3,6,15.17,6,51.22,18.73,9.01,57,5,83.9,0
CALL0000253,2574,21,743,145.7,19,21.23,1,7.66,36.29,2.92,282,5,72.48,0
CALL0000022,2,1382,24,99.1,102,66.75,81,82.72,47.42,86.13,266,28,43.93,1
CALL0000314,2875,17,510,345.1,6,14.6,3,4.54,28.08,47.01,149,1,89.54,0
CALL0000460,3084,41,655,340.4,13,6.93,1,42.14,42.2,22.87,6,4,90.51,0
CALL0000161,104,758,34,86.6,229,73.63,60,83.3,88.39,65.05,166,17,19.92,1
CALL0000277,3383,1,416,416.2,6,11.45,6,46.53,37.64,22.84,259,4,77.69,0
CALL0000956,1334,19,787,353.0,18,20.34,5,16.76,3.35,16.03,180,4,93.33,0
CALL0000192,94,227,12,70.7,89,55.76,83,88.3,57.95,50.53,998,35,3.14,1
CALL0000386,2613,17,522,449.8,15,12.25,2,23.56,42.02,19.13,222,7,68.18,0
CALL0000806,1350,26,236,549.6,17,27.93,7,43.81,22.56,25.9,46,2,91.49,0
CALL0000414,2139,37,679,653.9,19,0.73,4,51.52,17.09,8.17,276,2,92.31,0
CALL0000492,2390,44,370,370.3,16,11.64,0,46.42,38.42,6.45,210,4,76.54,0
CALL0000344,207,22,97,411.9,11,17.17,2,27.2,43.16,13.53,266,5,76.82,0
CALL0000770,2697,45,121,354.0,18,13.11,1,52.92,28.86,43.23,253,1,65.24,0
CALL0000309,2623,19,163,594.8,15,10.16,0,6.26,22.44,17.36,199,3,51.65,0
CALL0000662,979,45,697,249.7,15,5.85,1,7.11,8.91,43.58,264,1,91.31,0
CALL0000131,108,1400,101,98.6,322,37.81,80,92.8,63.18,65.42,934,15,45.38,1
CALL0000664,929,44,661,321.2,14,29.25,3,27.19,17.63,4.97,8,0,79.4,0
CALL0000872,1615,41,796,647.0,1,22.72,4,51.3,22.04,10.03,167,0,62.9,0
CALL0000100,100,1160,23,23.1,105,79.68,95,92.17,94.95,59.37,347,27,52.69,1
CALL0000373,3176,11,300,150.4,14,15.49,2,39.73,20.79,38.49,236,2,89.4,0
CALL0000088,54,1421,19,2.1,386,82.61,66,74.76,95.73,46.44,747,24,30.53,1
CALL0000459,2520,44,449,679.2,16,22.3,5,50.43,32.19,30.92,192,5,54.21,0
CALL0000331,2474,27,108,231.1,14,3.66,2,25.42,3.95,20.07,187,7,97.28,0
CALL0000215,2210,17,430,83.8,1,21.25,0,46.17,18.66,16.29,255,7,76.48,0
CALL0000467,3140,36,895,425.6,18,1.82,7,9.47,43.75,20.36,222,6,52.08,0
CALL0000122,29,1013,69,46.1,276,78.8,107,55.35,95.37,71.07,213,25,35.33,1
CALL0000615,927,40,478,463.0,18,23.48,6,48.59,27.23,14.99,126,5,50.05,0
CALL0000021,53,1072,25,80.9,311,63.2,63,84.78,86.5,71.48,387,14,53.27,1
CALL0000701,2629,34,364,511.1,14,28.64,4,16.99,11.64,39.7,166,4,72.97,0
CALL0000072,92,759,68,9.4,267,38.07,101,43.11,68.53,86.94,647,37,16.37,1
CALL0000107,87,307,111,99.3,414,92.68,72,89.43,52.22,72.2,505,13,20.26,1
CALL0000271,397,7,497,272.7,18,3.73,3,22.07,6.94,4.84,271,7,89.92,0
CALL0000861,1642,21,857,461.9,1,5.86,4,39.33,19.77,7.58,93,4,83.79,0
CALL0000436,787,47,538,233.1,11,6.22,3,54.49,36.59,5.93,284,2,95.45,0
CALL0000103,48,108,117,97.0,77,67.45,107,98.36,90.89,73.24,732,30,8.19,1
